,RMNH.INS.1271298_An_messeae - ND4 CDS,RMNH.INS.1271299_An_messeae - ND4 CDS,RMNH.INS.1271300_An_messeae - ND4 CDS,RMNH.INS.1271301_Cq_richiardii - ND4 CDS,RMNH.INS.1271302_Cq_richiardii - ND4 CDS,RMNH.INS.1271303_Cq_richiardii - ND4 CDS,RMNH.INS.1271304_Ae_vexans - ND4 CDS,RMNH.INS.1271305_Ae_vexans - ND4 CDS,RMNH.INS.1271306_Ae_vexans - ND4 CDS,RMNH.INS.1271307_Cs_annulata - ND4 CDS,RMNH.INS.1271308_Cs_annulata - ND4 CDS,RMNH.INS.1271309_Cs_annulata - ND4 CDS,RMNH.INS.1271310_An_claviger - ND4 CDS,RMNH.INS.1271311_An_claviger - ND4 CDS,RMNH.INS.1271312_An_claviger - ND4 CDS,RMNH.INS.1271313_Cx_modestus - ND4 CDS,RMNH.INS.1271314_Cx_modestus - ND4 CDS,RMNH.INS.1271315_Cx_modestus - ND4 CDS,RMNH.INS.1271316_Cx_territans - ND4 CDS,RMNH.INS.1271317_Cx_territans - ND4 CDS,RMNH.INS.1271318_Cx_territans - ND4 CDS,RMNH.INS.1271319_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271320_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271321_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271322_Cs_longiareolata - ND4 CDS,RMNH.INS.1271323_Cs_longiareolata - ND4 CDS,RMNH.INS.1271324_Cs_longiareolata - ND4 CDS,RMNH.INS.1271325_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271326_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271327_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271328_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271329_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271330_Ae_annulipes_cantans - ND4 CDS,RMNH.INS.1271331_Ae_rusticus - ND4 CDS,RMNH.INS.1271332_Ae_rusticus - ND4 CDS,RMNH.INS.1271333_Ae_rusticus - ND4 CDS,RMNH.INS.1271334_Ae_communis - ND4 CDS,RMNH.INS.1271335_Ae_communis - ND4 CDS,RMNH.INS.1271336_Ae_communis - ND4 CDS,RMNH.INS.1271337_Ae_punctor - ND4 CDS,RMNH.INS.1271338_Ae_rusticus - ND4 CDS,RMNH.INS.1271339_Ae_punctor - ND4 CDS,RMNH.INS.1271340_Ae_geniculatus - ND4 CDS,RMNH.INS.1271341_Ae_geniculatus - ND4 CDS,RMNH.INS.1271342_Ae_geniculatus - ND4 CDS,RMNH.INS.1271344_Cs_subochrea - ND4 CDS,RMNH.INS.1271345_Cs_annulata - ND4 CDS,RMNH.INS.1271346_Ae_caspius - ND4 CDS,RMNH.INS.1271347_Ae_caspius - ND4 CDS,RMNH.INS.1271348_Ae_caspius - ND4 CDS,RMNH.INS.1271349_An_plumbeus - ND4 CDS,RMNH.INS.1271350_An_plumbeus - ND4 CDS,RMNH.INS.1271351_An_plumbeus - ND4 CDS,RMNH.INS.1271352_Cs_annulata - ND4 CDS,RMNH.INS.1271354_Cs_annulata - ND4 CDS,RMNH.INS.1271355_Cx_pipiens - ND4 CDS,RMNH.INS.1271356_Cx_pipiens - ND4 CDS,RMNH.INS.1271357_Cx_pipiens - ND4 CDS,RMNH.INS.1271358_Cs_morsitans - ND4 CDS,RMNH.INS.1271359_Cs_morsitans - ND4 CDS,RMNH.INS.1271360_Cs_morsitans - ND4 CDS,RMNH.INS.1271361_Ae_sticticus - ND4 CDS,RMNH.INS.1271362_Ae_sticticus - ND4 CDS,RMNH.INS.1271363_Ae_sticticus - ND4 CDS,RMNH.INS.1271367_Ae_detritus - ND4 CDS,RMNH.INS.1271368_Ae_detritus - ND4 CDS,RMNH.INS.1271369_Ae_caspius - ND4 CDS,RMNH.INS.1271370_Ae_flavescens - ND4 CDS,RMNH.INS.1271371_Ae_flavescens - ND4 CDS,RMNH.INS.1271372_Ae_flavescens - ND4 CDS,RMNH.INS.1271375_Ae_leucomelas - ND4 CDS,RMNH.INS.1271376_Ae_albopictus - ND4 CDS,RMNH.INS.1271377_Ae_albopictus - ND4 CDS,RMNH.INS.1271378_Ae_albopictus - ND4 CDS,RMNH.INS.1271379_Ae_japonicus - ND4 CDS,RMNH.INS.1271380_Ae_japonicus - ND4 CDS,RMNH.INS.1271381_Ae_japonicus - ND4 CDS,RMNH.INS.1271382_Ae_aegypti - ND4 CDS,RMNH.INS.1271383_Ae_aegypti - ND4 CDS,RMNH.INS.1271384_Ae_aegypti - ND4 CDS,RMNH.INS.1271386_Ae_cinereus_geminus - ND4 CDS,RMNH.INS.1271389_Cs_ochroptera - ND4 CDS
RMNH.INS.1271324_Cs_longiareolata - ND4 CDS,82.414,82.489,82.414,83.929,83.929,83.929,86.979,86.979,86.905,89.658,89.658,89.807,83.383,83.308,83.458,84.449,84.896,84.896,84.747,84.524,84.524,86.979,86.905,87.054,100.000,100.000,,88.244,88.318,88.095,88.170,88.095,88.244,87.649,87.723,87.649,86.607,86.830,86.756,86.086,87.723,86.012,86.086,86.012,86.086,89.583,89.658,87.574,87.426,87.500,82.638,82.638,82.638,89.732,89.658,85.938,85.938,85.938,86.235,86.310,86.235,86.979,86.979,86.979,87.277,86.607,87.426,87.872,87.872,87.649,87.574,85.714,85.714,85.714,85.863,85.863,85.714,86.533,86.682,86.682,86.905,87.277
RMNH.INS.1271325_Ae_annulipes_cantans - ND4 CDS,83.159,83.159,83.234,85.565,85.640,85.640,92.932,92.932,92.932,90.402,90.402,90.476,83.979,83.979,83.830,87.277,88.095,87.946,87.426,87.351,87.351,91.964,91.890,91.964,88.244,88.244,88.244,,99.777,99.182,99.926,99.182,99.107,93.899,93.973,93.973,93.378,93.527,93.452,91.667,93.973,91.667,92.336,92.411,92.336,90.476,90.402,94.420,94.420,94.345,84.128,84.128,84.128,90.476,90.402,89.211,89.211,89.211,88.170,88.244,88.170,93.006,93.006,93.006,92.932,92.708,94.420,97.173,97.173,97.098,94.717,91.220,90.923,91.220,90.402,90.402,90.327,91.815,91.518,91.890,92.188,89.286
RMNH.INS.1271326_Ae_annulipes_cantans - ND4 CDS,82.936,82.936,83.010,85.491,85.565,85.565,92.857,92.857,92.857,90.179,90.179,90.253,83.905,83.905,83.756,87.202,88.021,87.872,87.351,87.277,87.277,91.890,91.815,91.890,88.318,88.318,88.318,99.777,,99.107,99.702,99.256,99.182,93.973,94.048,94.048,93.452,93.601,93.527,91.592,94.048,91.592,92.113,92.188,92.113,90.402,90.179,94.345,94.345,94.271,83.905,83.905,83.905,90.253,90.179,89.137,89.137,89.137,88.095,88.170,88.095,92.932,92.932,92.932,92.857,92.634,94.345,97.098,97.098,96.875,94.643,90.997,90.699,90.997,90.179,90.179,90.104,91.592,91.295,91.667,92.113,89.211
RMNH.INS.1271327_Ae_annulipes_cantans - ND4 CDS,83.010,83.010,83.085,85.342,85.417,85.417,92.708,92.708,92.708,90.179,90.179,90.253,83.756,83.756,83.681,87.054,87.872,87.798,87.351,87.277,87.277,91.964,91.890,91.964,88.095,88.095,88.095,99.182,99.107,,99.107,99.107,99.182,93.676,93.750,93.750,93.229,93.378,93.304,91.592,93.750,91.592,91.890,91.964,91.890,90.402,90.179,94.196,94.196,94.122,83.607,83.607,83.607,90.253,90.179,89.137,89.137,89.137,88.170,88.095,88.170,92.783,92.783,92.783,92.932,92.708,94.196,97.024,97.024,96.801,94.494,90.923,90.625,90.923,90.253,90.253,90.030,91.443,91.146,91.443,92.188,89.137
RMNH.INS.1271328_Ae_annulipes_cantans - ND4 CDS,83.234,83.234,83.308,85.640,85.714,85.714,93.006,93.006,93.006,90.476,90.476,90.551,83.905,83.905,83.756,87.202,88.021,87.872,87.351,87.277,87.277,92.039,91.964,92.039,88.170,88.170,88.170,99.926,99.702,99.107,,99.107,99.033,93.973,94.048,94.048,93.304,93.452,93.378,91.741,94.048,91.741,92.411,92.485,92.411,90.551,90.476,94.494,94.494,94.420,84.054,84.054,84.054,90.551,90.476,89.286,89.286,89.286,88.244,88.318,88.244,93.080,93.080,93.080,93.006,92.783,94.494,97.098,97.098,97.024,94.643,91.295,90.997,91.295,90.476,90.476,90.402,91.890,91.592,91.964,92.262,89.360
RMNH.INS.1271329_Ae_annulipes_cantans - ND4 CDS,82.787,82.787,82.861,85.268,85.342,85.342,92.560,92.560,92.560,90.030,90.030,90.253,83.756,83.756,83.607,87.054,87.872,87.723,87.202,87.128,87.128,91.815,91.741,91.815,88.095,88.095,88.095,99.182,99.256,99.107,99.107,,99.628,93.824,93.899,93.899,93.378,93.378,93.452,91.443,93.899,91.443,91.890,91.964,91.890,90.253,90.030,94.196,94.196,94.122,83.905,83.905,83.905,90.104,90.030,88.914,88.914,88.914,88.095,88.021,88.095,92.708,92.708,92.708,92.783,92.560,94.196,96.949,96.949,96.726,94.494,90.923,90.625,90.923,89.955,89.955,89.881,91.518,91.220,91.592,92.039,89.063
RMNH.INS.1271330_Ae_annulipes_cantans - ND4 CDS,82.787,82.787,82.861,85.342,85.417,85.417,92.634,92.634,92.634,90.179,90.179,90.402,83.830,83.830,83.681,87.054,87.872,87.723,87.202,87.128,87.128,91.890,91.815,91.890,88.244,88.244,88.244,99.107,99.182,99.182,99.033,99.628,,93.899,93.973,93.973,93.304,93.452,93.378,91.518,93.973,91.518,91.890,91.964,91.890,90.402,90.179,94.196,94.345,94.122,83.905,83.905,83.905,90.253,90.179,88.914,88.914,88.914,88.095,88.021,88.095,92.783,92.783,92.783,92.857,92.634,94.345,97.098,97.098,96.875,94.494,90.923,90.625,90.923,90.030,90.030,89.955,91.518,91.220,91.592,92.113,89.063
RMNH.INS.1271331_Ae_rusticus - ND4 CDS,83.010,83.010,83.010,85.491,85.565,85.565,92.708,92.708,92.634,90.625,90.625,90.476,84.426,84.426,84.277,87.500,88.318,88.170,87.351,87.277,87.277,92.039,91.964,92.039,87.649,87.649,87.649,93.899,93.973,93.676,93.973,93.824,93.899,,99.926,99.851,92.708,92.932,92.857,91.220,99.851,91.220,91.443,91.518,91.443,90.104,90.625,93.452,93.527,93.378,83.532,83.532,83.532,90.699,90.625,88.914,88.914,88.914,87.351,87.426,87.351,92.039,92.039,92.039,93.080,92.634,93.527,93.155,93.155,92.932,93.229,90.923,90.625,90.923,88.914,88.914,88.839,91.146,91.146,91.443,92.039,88.542
RMNH.INS.1271332_Ae_rusticus - ND4 CDS,83.085,83.085,83.085,85.565,85.640,85.640,92.783,92.783,92.708,90.699,90.699,90.551,84.501,84.501,84.352,87.574,88.393,88.244,87.426,87.351,87.351,92.113,92.039,92.113,87.723,87.723,87.723,93.973,94.048,93.750,94.048,93.899,93.973,99.926,,99.926,92.783,93.006,92.932,91.295,99.926,91.295,91.518,91.592,91.518,90.179,90.699,93.527,93.601,93.452,83.607,83.607,83.607,90.774,90.699,88.988,88.988,88.988,87.426,87.500,87.426,92.113,92.113,92.113,93.155,92.708,93.601,93.229,93.229,93.006,93.304,90.997,90.699,90.997,88.988,88.988,88.914,91.220,91.220,91.518,92.113,88.616
RMNH.INS.1271333_Ae_rusticus - ND4 CDS,83.010,83.010,83.010,85.491,85.565,85.565,92.783,92.783,92.708,90.625,90.625,90.476,84.426,84.426,84.277,87.500,88.318,88.170,87.351,87.277,87.277,92.039,91.964,92.039,87.649,87.649,87.649,93.973,94.048,93.750,94.048,93.899,93.973,99.851,99.926,,92.708,92.932,92.857,91.220,99.851,91.220,91.592,91.667,91.592,90.104,90.625,93.452,93.527,93.378,83.532,83.532,83.532,90.699,90.625,88.914,88.914,88.914,87.351,87.426,87.351,92.039,92.039,92.039,93.080,92.634,93.527,93.229,93.229,93.006,93.229,90.923,90.625,90.923,88.914,88.914,88.839,91.146,91.146,91.443,92.039,88.542
RMNH.INS.1271334_Ae_communis - ND4 CDS,82.191,82.191,82.116,83.780,83.854,83.854,92.188,92.039,92.113,89.658,89.732,89.732,83.979,83.979,83.830,86.607,87.202,87.202,86.607,86.533,86.533,90.848,90.774,90.848,86.607,86.607,86.607,93.378,93.452,93.229,93.304,93.378,93.304,92.708,92.783,92.708,,99.628,99.702,93.527,92.783,93.527,90.923,90.997,90.923,90.699,89.732,92.857,93.006,92.783,83.830,83.830,83.830,89.807,89.732,88.170,88.170,88.170,87.574,87.574,87.574,92.188,92.188,92.188,92.188,91.964,93.006,93.006,93.006,92.783,93.155,90.774,90.476,90.774,89.658,89.658,89.732,91.964,91.741,91.964,90.923,88.170
RMNH.INS.1271335_Ae_communis - ND4 CDS,82.489,82.489,82.414,83.780,83.854,83.854,92.411,92.262,92.336,89.881,89.881,89.881,84.203,84.203,84.054,86.682,87.351,87.277,86.830,86.756,86.756,91.146,91.071,91.146,86.830,86.830,86.830,93.527,93.601,93.378,93.452,93.378,93.452,92.932,93.006,92.932,99.628,,99.926,93.601,93.006,93.601,91.146,91.220,91.146,90.774,89.881,93.155,93.304,93.080,83.905,83.905,83.905,89.955,89.881,88.318,88.318,88.318,87.872,87.872,87.872,92.411,92.411,92.411,92.336,92.113,93.304,93.304,93.304,93.080,93.378,90.774,90.476,90.774,89.955,89.955,90.030,92.188,91.964,92.188,91.146,88.467
RMNH.INS.1271336_Ae_communis - ND4 CDS,82.414,82.414,82.340,83.705,83.780,83.780,92.336,92.188,92.262,89.807,89.807,89.807,84.128,84.128,83.979,86.607,87.277,87.202,86.756,86.682,86.682,91.071,90.997,91.071,86.756,86.756,86.756,93.452,93.527,93.304,93.378,93.452,93.378,92.857,92.932,92.857,99.702,99.926,,93.527,92.932,93.527,91.071,91.146,91.071,90.699,89.807,93.080,93.229,93.006,83.905,83.905,83.905,89.881,89.807,88.244,88.244,88.244,87.798,87.798,87.798,92.336,92.336,92.336,92.262,92.039,93.229,93.229,93.229,93.006,93.304,90.774,90.476,90.774,89.881,89.881,89.955,92.113,91.890,92.113,91.071,88.393
RMNH.INS.1271337_Ae_punctor - ND4 CDS,82.116,81.967,81.818,83.705,83.780,83.780,91.220,91.220,91.146,89.137,89.137,89.063,82.489,82.638,82.489,85.863,86.384,86.235,85.789,85.714,85.714,89.955,89.881,89.955,86.086,86.086,86.086,91.667,91.592,91.592,91.741,91.443,91.518,91.220,91.295,91.220,93.527,93.601,93.527,,91.220,99.851,90.030,90.104,90.030,88.616,89.137,91.890,91.741,91.815,82.712,82.712,82.712,89.211,89.137,87.798,87.798,87.798,86.458,86.384,86.458,91.667,91.667,91.667,91.815,90.923,91.741,91.890,91.890,91.667,92.188,88.988,88.765,88.988,88.914,88.914,88.839,90.476,90.402,90.476,89.732,87.202
RMNH.INS.1271338_Ae_rusticus - ND4 CDS,83.085,83.085,83.085,85.491,85.565,85.565,92.783,92.783,92.708,90.699,90.699,90.551,84.501,84.501,84.352,87.500,88.318,88.170,87.426,87.351,87.351,92.113,92.039,92.113,87.723,87.723,87.723,93.973,94.048,93.750,94.048,93.899,93.973,99.851,99.926,99.851,92.783,93.006,92.932,91.220,,91.220,91.518,91.592,91.518,90.179,90.699,93.527,93.601,93.452,83.607,83.607,83.607,90.774,90.699,88.988,88.988,88.988,87.351,87.426,87.351,92.113,92.113,92.113,93.155,92.708,93.601,93.229,93.229,93.006,93.304,90.923,90.625,90.923,88.988,88.988,88.914,91.220,91.220,91.518,92.113,88.542
RMNH.INS.1271339_Ae_punctor - ND4 CDS,82.116,81.967,81.818,83.705,83.780,83.780,91.220,91.220,91.146,89.137,89.137,89.063,82.563,82.712,82.563,86.012,86.384,86.235,85.789,85.714,85.714,89.955,89.881,89.955,86.012,86.012,86.012,91.667,91.592,91.592,91.741,91.443,91.518,91.220,91.295,91.220,93.527,93.601,93.527,99.851,91.220,,90.030,90.104,90.030,88.616,89.137,91.890,91.741,91.815,82.712,82.712,82.712,89.211,89.137,87.798,87.798,87.798,86.458,86.384,86.458,91.667,91.667,91.667,91.815,90.923,91.741,91.890,91.890,91.667,92.188,88.988,88.765,88.988,88.765,88.765,88.690,90.476,90.402,90.476,89.732,87.202
RMNH.INS.1271340_Ae_geniculatus - ND4 CDS,82.116,82.116,82.265,83.929,84.077,84.077,91.369,91.220,91.220,89.063,88.988,88.988,82.936,83.085,83.085,85.714,86.235,86.384,86.310,86.235,86.235,89.955,89.881,90.030,86.086,86.086,86.086,92.336,92.113,91.890,92.411,91.890,91.890,91.443,91.518,91.592,90.923,91.146,91.071,90.030,91.518,90.030,,99.926,100.000,88.542,88.988,91.741,91.815,91.667,82.191,82.191,82.191,89.063,88.988,87.351,87.351,87.351,86.682,86.682,86.682,91.890,91.890,91.890,92.336,92.262,91.815,92.113,92.113,92.039,91.667,89.732,89.360,89.732,89.658,89.658,89.732,91.071,90.923,90.997,89.955,87.574
RMNH.INS.1271341_Ae_geniculatus - ND4 CDS,82.191,82.191,82.340,83.854,84.003,84.003,91.443,91.295,91.295,89.137,89.063,89.063,83.010,83.159,83.159,85.789,86.310,86.458,86.384,86.310,86.310,90.030,89.955,90.104,86.012,86.012,86.012,92.411,92.188,91.964,92.485,91.964,91.964,91.518,91.592,91.667,90.997,91.220,91.146,90.104,91.592,90.104,99.926,,99.926,88.616,89.063,91.815,91.890,91.741,82.116,82.116,82.116,89.137,89.063,87.426,87.426,87.426,86.756,86.756,86.756,91.815,91.815,91.815,92.411,92.336,91.890,92.188,92.188,92.113,91.741,89.807,89.435,89.807,89.583,89.583,89.658,91.146,90.848,91.071,90.030,87.649
RMNH.INS.1271342_Ae_geniculatus - ND4 CDS,82.116,82.116,82.265,83.929,84.077,84.077,91.369,91.220,91.220,89.063,88.988,88.988,82.936,83.085,83.085,85.714,86.235,86.384,86.310,86.235,86.235,89.955,89.881,90.030,86.086,86.086,86.086,92.336,92.113,91.890,92.411,91.890,91.890,91.443,91.518,91.592,90.923,91.146,91.071,90.030,91.518,90.030,100.000,99.926,,88.542,88.988,91.741,91.815,91.667,82.191,82.191,82.191,89.063,88.988,87.351,87.351,87.351,86.682,86.682,86.682,91.890,91.890,91.890,92.336,92.262,91.815,92.113,92.113,92.039,91.667,89.732,89.360,89.732,89.658,89.658,89.732,91.071,90.923,90.997,89.955,87.574
RMNH.INS.1271344_Cs_subochrea - ND4 CDS,83.607,83.681,83.681,84.226,84.301,84.301,89.211,89.211,89.063,95.685,95.908,96.057,83.830,83.830,83.830,87.500,88.095,87.946,86.830,86.756,86.756,88.616,88.542,88.616,89.583,89.583,89.583,90.476,90.402,90.402,90.551,90.253,90.402,90.104,90.179,90.104,90.699,90.774,90.699,88.616,90.179,88.616,88.542,88.616,88.542,,95.908,91.146,91.071,91.071,83.532,83.532,83.532,95.833,95.908,88.021,88.021,88.021,88.170,88.170,88.170,89.137,89.137,89.137,89.807,89.435,91.071,89.955,89.955,89.732,89.583,88.095,87.798,88.095,87.723,87.723,87.649,88.542,88.467,88.467,88.616,89.360
RMNH.INS.1271345_Cs_annulata - ND4 CDS,83.607,83.681,83.681,85.119,85.193,85.193,89.732,89.732,89.658,99.777,100.000,99.702,83.979,84.054,84.054,87.946,88.616,88.839,87.128,87.054,87.054,89.137,89.063,89.137,89.658,89.658,89.658,90.402,90.179,90.179,90.476,90.030,90.179,90.625,90.699,90.625,89.732,89.881,89.807,89.137,90.699,89.137,88.988,89.063,88.988,95.908,,91.146,91.146,91.146,84.575,84.575,84.575,99.926,100.000,88.690,88.690,88.690,88.839,88.839,88.839,89.286,89.286,89.286,90.625,90.030,91.146,90.253,90.253,90.179,89.286,88.839,88.542,88.839,88.542,88.542,88.467,89.286,89.509,89.509,89.137,89.807
RMNH.INS.1271346_Ae_caspius - ND4 CDS,84.203,84.203,84.128,85.268,85.342,85.342,93.973,93.973,93.973,91.146,91.146,91.146,84.277,84.277,84.277,87.202,87.872,87.798,87.649,87.574,87.574,91.890,91.815,91.890,87.574,87.574,87.574,94.420,94.345,94.196,94.494,94.196,94.196,93.452,93.527,93.452,92.857,93.155,93.080,91.890,93.527,91.890,91.741,91.815,91.741,91.146,91.146,,99.628,99.926,83.830,83.830,83.830,91.220,91.146,89.286,89.286,89.286,88.616,88.616,88.616,92.783,92.783,92.783,92.783,92.560,99.628,93.973,93.973,93.750,93.676,91.071,90.774,91.071,90.402,90.402,90.327,92.336,92.336,92.336,91.890,89.583
RMNH.INS.1271347_Ae_caspius - ND4 CDS,84.128,84.128,84.054,85.342,85.417,85.417,93.899,93.750,93.899,91.146,91.146,91.146,84.203,84.203,84.203,87.351,87.872,87.798,87.574,87.500,87.500,91.890,91.815,91.890,87.426,87.426,87.426,94.420,94.345,94.196,94.494,94.196,94.345,93.527,93.601,93.527,93.006,93.304,93.229,91.741,93.601,91.741,91.815,91.890,91.815,91.071,91.146,99.628,,99.554,83.830,83.830,83.830,91.220,91.146,89.286,89.286,89.286,88.616,88.616,88.616,93.006,93.006,93.006,92.783,92.560,100.000,94.122,94.122,93.899,93.676,91.220,90.923,91.220,90.253,90.253,90.179,92.336,92.336,92.336,91.890,89.435
RMNH.INS.1271348_Ae_caspius - ND4 CDS,84.128,84.128,84.054,85.268,85.342,85.342,94.048,94.048,94.048,91.146,91.146,91.146,84.277,84.277,84.277,87.128,87.798,87.723,87.574,87.500,87.500,91.815,91.741,91.815,87.500,87.500,87.500,94.345,94.271,94.122,94.420,94.122,94.122,93.378,93.452,93.378,92.783,93.080,93.006,91.815,93.452,91.815,91.667,91.741,91.667,91.071,91.146,99.926,99.554,,83.756,83.756,83.756,91.220,91.146,89.211,89.211,89.211,88.542,88.542,88.542,92.708,92.708,92.708,92.708,92.485,99.554,93.899,93.899,93.676,93.601,90.997,90.699,90.997,90.327,90.327,90.253,92.262,92.262,92.262,91.815,89.509
RMNH.INS.1271349_An_plumbeus - ND4 CDS,87.109,86.960,86.885,81.595,81.595,81.595,82.936,82.936,82.861,84.575,84.575,84.724,89.046,88.972,88.972,82.563,82.861,83.010,82.265,82.265,82.191,82.191,82.116,82.265,82.638,82.638,82.638,84.128,83.905,83.607,84.054,83.905,83.905,83.532,83.607,83.532,83.830,83.905,83.905,82.712,83.607,82.712,82.191,82.116,82.191,83.532,84.575,83.830,83.830,83.756,,100.000,100.000,84.650,84.575,82.861,82.861,82.861,82.116,82.191,82.116,83.458,83.458,83.458,83.830,83.383,83.830,83.308,83.308,83.159,83.010,82.563,82.340,82.563,82.340,82.340,82.265,84.128,84.128,84.128,82.265,83.830
RMNH.INS.1271350_An_plumbeus - ND4 CDS,87.109,86.960,86.885,81.595,81.595,81.595,82.936,82.936,82.861,84.575,84.575,84.724,89.046,88.972,88.972,82.563,82.861,83.010,82.265,82.265,82.191,82.191,82.116,82.265,82.638,82.638,82.638,84.128,83.905,83.607,84.054,83.905,83.905,83.532,83.607,83.532,83.830,83.905,83.905,82.712,83.607,82.712,82.191,82.116,82.191,83.532,84.575,83.830,83.830,83.756,100.000,,100.000,84.650,84.575,82.861,82.861,82.861,82.116,82.191,82.116,83.458,83.458,83.458,83.830,83.383,83.830,83.308,83.308,83.159,83.010,82.563,82.340,82.563,82.340,82.340,82.265,84.128,84.128,84.128,82.265,83.830
RMNH.INS.1271351_An_plumbeus - ND4 CDS,87.109,86.960,86.885,81.595,81.595,81.595,82.936,82.936,82.861,84.575,84.575,84.724,89.046,88.972,88.972,82.563,82.861,83.010,82.265,82.265,82.191,82.191,82.116,82.265,82.638,82.638,82.638,84.128,83.905,83.607,84.054,83.905,83.905,83.532,83.607,83.532,83.830,83.905,83.905,82.712,83.607,82.712,82.191,82.116,82.191,83.532,84.575,83.830,83.830,83.756,100.000,100.000,,84.650,84.575,82.861,82.861,82.861,82.116,82.191,82.116,83.458,83.458,83.458,83.830,83.383,83.830,83.308,83.308,83.159,83.010,82.563,82.340,82.563,82.340,82.340,82.265,84.128,84.128,84.128,82.265,83.830
RMNH.INS.1271352_Cs_annulata - ND4 CDS,83.681,83.756,83.756,85.193,85.268,85.268,89.807,89.807,89.732,99.851,99.926,99.628,84.054,84.128,84.128,88.021,88.690,88.914,87.202,87.128,87.128,89.211,89.137,89.211,89.732,89.732,89.732,90.476,90.253,90.253,90.551,90.104,90.253,90.699,90.774,90.699,89.807,89.955,89.881,89.211,90.774,89.211,89.063,89.137,89.063,95.833,99.926,91.220,91.220,91.220,84.650,84.650,84.650,,99.926,88.765,88.765,88.765,88.914,88.914,88.914,89.360,89.360,89.360,90.699,90.104,91.220,90.327,90.327,90.253,89.211,88.914,88.616,88.914,88.616,88.616,88.542,89.360,89.583,89.583,89.211,89.881
RMNH.INS.1271354_Cs_annulata - ND4 CDS,83.607,83.681,83.681,85.119,85.193,85.193,89.732,89.732,89.658,99.777,100.000,99.702,83.979,84.054,84.054,87.946,88.616,88.839,87.128,87.054,87.054,89.137,89.063,89.137,89.658,89.658,89.658,90.402,90.179,90.179,90.476,90.030,90.179,90.625,90.699,90.625,89.732,89.881,89.807,89.137,90.699,89.137,88.988,89.063,88.988,95.908,100.000,91.146,91.146,91.146,84.575,84.575,84.575,99.926,,88.690,88.690,88.690,88.839,88.839,88.839,89.286,89.286,89.286,90.625,90.030,91.146,90.253,90.253,90.179,89.286,88.839,88.542,88.839,88.542,88.542,88.467,89.286,89.509,89.509,89.137,89.807
RMNH.INS.1271355_Cx_pipiens - ND4 CDS,83.607,83.681,83.458,83.929,83.929,83.929,88.765,88.616,88.765,88.690,88.690,88.542,83.085,83.234,83.234,92.262,92.560,92.932,90.551,90.476,90.476,87.798,87.723,87.798,85.938,85.938,85.938,89.211,89.137,89.137,89.286,88.914,88.914,88.914,88.988,88.914,88.170,88.318,88.244,87.798,88.988,87.798,87.351,87.426,87.351,88.021,88.690,89.286,89.286,89.211,82.861,82.861,82.861,88.765,88.690,,100.000,100.000,87.202,87.277,87.202,88.021,88.021,88.021,89.137,88.542,89.286,88.988,88.988,88.765,88.765,87.872,87.649,87.872,87.054,87.054,86.905,88.765,88.393,88.765,87.723,88.690
RMNH.INS.1271356_Cx_pipiens - ND4 CDS,83.607,83.681,83.458,83.929,83.929,83.929,88.765,88.616,88.765,88.690,88.690,88.542,83.085,83.234,83.234,92.262,92.560,92.932,90.551,90.476,90.476,87.798,87.723,87.798,85.938,85.938,85.938,89.211,89.137,89.137,89.286,88.914,88.914,88.914,88.988,88.914,88.170,88.318,88.244,87.798,88.988,87.798,87.351,87.426,87.351,88.021,88.690,89.286,89.286,89.211,82.861,82.861,82.861,88.765,88.690,100.000,,100.000,87.202,87.277,87.202,88.021,88.021,88.021,89.137,88.542,89.286,88.988,88.988,88.765,88.765,87.872,87.649,87.872,87.054,87.054,86.905,88.765,88.393,88.765,87.723,88.690
RMNH.INS.1271357_Cx_pipiens - ND4 CDS,83.607,83.681,83.458,83.929,83.929,83.929,88.765,88.616,88.765,88.690,88.690,88.542,83.085,83.234,83.234,92.262,92.560,92.932,90.551,90.476,90.476,87.798,87.723,87.798,85.938,85.938,85.938,89.211,89.137,89.137,89.286,88.914,88.914,88.914,88.988,88.914,88.170,88.318,88.244,87.798,88.988,87.798,87.351,87.426,87.351,88.021,88.690,89.286,89.286,89.211,82.861,82.861,82.861,88.765,88.690,100.000,100.000,,87.202,87.277,87.202,88.021,88.021,88.021,89.137,88.542,89.286,88.988,88.988,88.765,88.765,87.872,87.649,87.872,87.054,87.054,86.905,88.765,88.393,88.765,87.723,88.690
