,RMNH.INS.1271298_An_messeae - ND1 CDS,RMNH.INS.1271299_An_messeae - ND1 CDS,RMNH.INS.1271300_An_messeae - ND1 CDS,RMNH.INS.1271301_Cq_richiardii - ND1 CDS,RMNH.INS.1271302_Cq_richiardii - ND1 CDS,RMNH.INS.1271303_Cq_richiardii - ND1 CDS,RMNH.INS.1271304_Ae_vexans - ND1 CDS,RMNH.INS.1271305_Ae_vexans - ND1 CDS,RMNH.INS.1271306_Ae_vexans - ND1 CDS,RMNH.INS.1271307_Cs_annulata - ND1 CDS,RMNH.INS.1271308_Cs_annulata - ND1 CDS,RMNH.INS.1271309_Cs_annulata - ND1 CDS,RMNH.INS.1271310_An_claviger - ND1 CDS,RMNH.INS.1271311_An_claviger - ND1 CDS,RMNH.INS.1271312_An_claviger - ND1 CDS,RMNH.INS.1271313_Cx_modestus - ND1 CDS,RMNH.INS.1271314_Cx_modestus - ND1 CDS,RMNH.INS.1271315_Cx_modestus - ND1 CDS,RMNH.INS.1271316_Cx_territans - ND1 CDS,RMNH.INS.1271317_Cx_territans - ND1 CDS,RMNH.INS.1271318_Cx_territans - ND1 CDS,RMNH.INS.1271319_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271320_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271321_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271322_Cs_longiareolata - ND1 CDS,RMNH.INS.1271323_Cs_longiareolata - ND1 CDS,RMNH.INS.1271324_Cs_longiareolata - ND1 CDS,RMNH.INS.1271325_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271326_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271327_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271328_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271329_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271330_Ae_annulipes_cantans - ND1 CDS,RMNH.INS.1271331_Ae_rusticus - ND1 CDS,RMNH.INS.1271332_Ae_rusticus - ND1 CDS,RMNH.INS.1271333_Ae_rusticus - ND1 CDS,RMNH.INS.1271334_Ae_communis - ND1 CDS,RMNH.INS.1271335_Ae_communis - ND1 CDS,RMNH.INS.1271336_Ae_communis - ND1 CDS,RMNH.INS.1271337_Ae_punctor - ND1 CDS,RMNH.INS.1271338_Ae_rusticus - ND1 CDS,RMNH.INS.1271339_Ae_punctor - ND1 CDS,RMNH.INS.1271340_Ae_geniculatus - ND1 CDS,RMNH.INS.1271341_Ae_geniculatus - ND1 CDS,RMNH.INS.1271342_Ae_geniculatus - ND1 CDS,RMNH.INS.1271344_Cs_subochrea - ND1 CDS,RMNH.INS.1271345_Cs_annulata - ND1 CDS,RMNH.INS.1271346_Ae_caspius - ND1 CDS,RMNH.INS.1271347_Ae_caspius - ND1 CDS,RMNH.INS.1271348_Ae_caspius - ND1 CDS,RMNH.INS.1271349_An_plumbeus - ND1 CDS,RMNH.INS.1271350_An_plumbeus - ND1 CDS,RMNH.INS.1271351_An_plumbeus - ND1 CDS,RMNH.INS.1271352_Cs_annulata - ND1 CDS,RMNH.INS.1271354_Cs_annulata - ND1 CDS,RMNH.INS.1271355_Cx_pipiens - ND1 CDS,RMNH.INS.1271356_Cx_pipiens - ND1 CDS,RMNH.INS.1271357_Cx_pipiens - ND1 CDS,RMNH.INS.1271358_Cs_morsitans - ND1 CDS,RMNH.INS.1271359_Cs_morsitans - ND1 CDS,RMNH.INS.1271360_Cs_morsitans - ND1 CDS,RMNH.INS.1271361_Ae_sticticus - ND1 CDS,RMNH.INS.1271362_Ae_sticticus - ND1 CDS,RMNH.INS.1271363_Ae_sticticus - ND1 CDS,RMNH.INS.1271367_Ae_detritus - ND1 CDS,RMNH.INS.1271368_Ae_detritus - ND1 CDS,RMNH.INS.1271369_Ae_caspius - ND1 CDS,RMNH.INS.1271370_Ae_flavescens - ND1 CDS,RMNH.INS.1271371_Ae_flavescens - ND1 CDS,RMNH.INS.1271372_Ae_flavescens - ND1 CDS,RMNH.INS.1271375_Ae_leucomelas - ND1 CDS,RMNH.INS.1271376_Ae_albopictus - ND1 CDS,RMNH.INS.1271377_Ae_albopictus - ND1 CDS,RMNH.INS.1271378_Ae_albopictus - ND1 CDS,RMNH.INS.1271379_Ae_japonicus - ND1 CDS,RMNH.INS.1271380_Ae_japonicus - ND1 CDS,RMNH.INS.1271381_Ae_japonicus - ND1 CDS,RMNH.INS.1271382_Ae_aegypti - ND1 CDS,RMNH.INS.1271383_Ae_aegypti - ND1 CDS,RMNH.INS.1271384_Ae_aegypti - ND1 CDS,RMNH.INS.1271386_Ae_cinereus_geminus - ND1 CDS,RMNH.INS.1271389_Cs_ochroptera - ND1 CDS
RMNH.INS.1271324_Cs_longiareolata - ND1 CDS,88.110,88.323,88.429,88.323,88.217,88.110,90.127,90.234,90.021,92.887,92.887,92.251,89.066,89.066,88.960,90.127,90.446,90.658,90.127,90.127,90.127,91.295,91.295,91.295,100.000,100.000,,89.809,89.915,89.915,89.915,90.658,90.340,90.658,90.552,90.552,90.127,90.127,90.127,88.217,90.552,88.217,90.127,90.127,90.127,91.826,92.887,90.658,90.340,90.446,88.429,88.535,88.429,92.887,92.887,89.809,89.809,89.597,90.764,90.764,90.764,89.915,89.915,89.915,90.552,90.658,90.340,89.384,89.384,89.278,90.658,89.915,90.021,90.021,89.384,89.384,89.490,89.172,89.278,89.490,91.401,91.614
RMNH.INS.1271325_Ae_annulipes_cantans - ND1 CDS,88.217,88.323,88.217,87.686,87.580,87.473,92.675,92.675,92.569,91.401,91.401,90.977,87.367,87.367,87.367,88.641,88.854,89.066,90.127,90.234,90.234,92.675,92.675,92.675,89.809,89.809,89.809,,99.045,98.195,99.788,98.620,98.301,92.463,92.569,92.569,93.949,93.949,93.949,91.932,92.569,91.932,92.569,92.569,92.569,90.977,91.401,95.117,95.011,95.117,86.624,86.730,86.624,91.401,91.401,90.021,90.021,89.915,89.278,89.278,89.278,93.312,93.312,93.312,93.100,93.524,95.011,96.709,96.709,96.815,95.011,91.720,91.826,91.826,90.658,90.658,90.446,90.127,90.127,90.127,92.781,89.384
RMNH.INS.1271326_Ae_annulipes_cantans - ND1 CDS,88.429,88.535,88.429,87.792,87.686,87.580,92.781,92.781,92.675,91.826,91.826,91.401,87.686,87.686,87.686,88.960,88.960,89.172,90.234,90.340,90.340,92.887,92.887,92.887,89.915,89.915,89.915,99.045,,98.620,98.832,98.620,98.514,92.994,93.100,93.100,93.949,93.737,93.737,92.144,93.100,92.144,92.887,92.887,92.887,91.507,91.826,95.329,95.011,95.117,86.837,86.943,86.837,91.826,91.826,90.021,90.021,89.915,89.703,89.703,89.703,93.949,93.949,93.949,93.418,93.631,95.011,97.028,97.028,97.134,95.541,91.932,92.038,92.038,90.764,90.764,90.764,90.340,90.552,90.340,92.994,89.809
RMNH.INS.1271327_Ae_annulipes_cantans - ND1 CDS,88.323,88.429,88.429,88.004,87.898,87.792,92.569,92.569,92.463,92.251,92.251,91.826,87.686,87.686,87.473,89.278,89.278,89.490,90.446,90.552,90.552,92.781,92.781,92.781,89.915,89.915,89.915,98.195,98.620,,98.195,98.514,98.620,92.887,92.994,92.994,94.374,94.161,94.161,91.932,92.994,91.932,92.994,92.994,92.994,91.507,92.251,95.329,95.011,95.117,87.155,87.261,87.155,92.251,92.251,90.446,90.446,90.340,89.597,89.597,89.597,93.524,93.524,93.524,93.843,93.843,95.011,97.346,97.346,97.452,95.329,91.932,92.038,92.038,90.658,90.658,90.446,90.658,91.083,90.870,92.887,89.703
RMNH.INS.1271328_Ae_annulipes_cantans - ND1 CDS,88.004,88.110,88.004,87.580,87.473,87.367,92.463,92.463,92.357,91.401,91.401,90.977,87.367,87.367,87.367,88.535,88.747,88.960,90.021,90.127,90.127,92.463,92.463,92.463,89.915,89.915,89.915,99.788,98.832,98.195,,98.408,98.301,92.357,92.463,92.463,93.843,93.843,93.843,91.826,92.463,91.826,92.463,92.463,92.463,90.977,91.401,94.904,94.798,94.904,86.624,86.730,86.624,91.401,91.401,89.915,89.915,89.809,89.278,89.278,89.278,93.100,93.100,93.100,92.994,93.312,94.798,96.497,96.497,96.603,94.904,91.720,91.826,91.826,90.658,90.658,90.446,89.915,90.127,90.127,92.569,89.384
RMNH.INS.1271329_Ae_annulipes_cantans - ND1 CDS,88.641,88.960,88.960,88.429,88.323,88.217,93.418,93.418,93.312,92.569,92.569,92.144,88.004,88.004,88.004,89.172,89.384,89.597,90.764,90.870,90.870,93.100,93.100,93.100,90.658,90.658,90.658,98.620,98.620,98.514,98.408,,99.257,93.206,93.312,93.312,94.798,94.798,94.798,92.675,93.312,92.675,93.843,93.843,93.843,91.826,92.569,96.072,95.754,95.860,87.473,87.580,87.473,92.569,92.569,91.295,91.295,91.189,89.809,89.809,89.809,93.524,93.524,93.524,94.161,94.586,95.754,97.346,97.346,97.452,96.072,92.144,92.251,92.251,91.295,91.295,91.083,91.189,91.189,91.189,93.206,90.234
RMNH.INS.1271330_Ae_annulipes_cantans - ND1 CDS,88.004,88.323,88.323,88.217,88.110,88.004,92.675,92.675,92.569,92.251,92.251,91.826,88.004,88.004,88.004,88.854,88.854,89.066,90.446,90.552,90.552,92.781,92.781,92.781,90.340,90.340,90.340,98.301,98.514,98.620,98.301,99.257,,92.887,92.994,92.994,94.480,94.268,94.268,92.357,92.994,92.357,93.100,93.100,93.100,91.507,92.251,95.541,95.223,95.329,86.943,87.049,86.943,92.251,92.251,90.658,90.658,90.552,89.490,89.490,89.490,93.312,93.312,93.312,93.737,93.843,95.223,97.452,97.452,97.558,95.860,91.720,91.826,91.826,91.083,91.083,90.870,90.764,91.189,90.977,92.887,90.127
RMNH.INS.1271331_Ae_rusticus - ND1 CDS,88.535,88.641,88.641,88.747,88.641,88.535,92.781,92.675,92.675,92.357,92.357,91.932,88.110,88.110,88.004,90.127,90.234,90.658,90.552,90.658,90.658,91.932,91.932,91.932,90.658,90.658,90.658,92.463,92.994,92.887,92.357,93.206,92.887,,99.894,99.894,93.418,93.418,93.418,91.614,99.894,91.614,92.463,92.463,92.463,92.251,92.357,94.055,93.737,93.843,88.429,88.535,88.429,92.357,92.357,90.764,90.764,90.658,90.977,90.977,90.977,93.100,93.100,93.100,93.418,93.737,93.737,92.781,92.781,92.675,93.312,92.887,92.994,92.994,90.870,90.870,90.977,91.507,91.720,91.720,92.038,90.977
RMNH.INS.1271332_Ae_rusticus - ND1 CDS,88.535,88.641,88.641,88.854,88.747,88.641,92.887,92.781,92.781,92.463,92.463,92.038,88.110,88.110,88.004,90.127,90.234,90.658,90.552,90.658,90.658,92.038,92.038,92.038,90.552,90.552,90.552,92.569,93.100,92.994,92.463,93.312,92.994,99.894,,100.000,93.524,93.524,93.524,91.720,100.000,91.720,92.569,92.569,92.569,92.357,92.463,94.161,93.843,93.949,88.429,88.535,88.429,92.463,92.463,90.764,90.764,90.658,91.083,91.083,91.083,93.206,93.206,93.206,93.524,93.843,93.843,92.887,92.887,92.781,93.418,92.781,92.887,92.887,90.977,90.977,91.083,91.614,91.826,91.826,92.144,90.870
RMNH.INS.1271333_Ae_rusticus - ND1 CDS,88.535,88.641,88.641,88.854,88.747,88.641,92.887,92.781,92.781,92.463,92.463,92.038,88.110,88.110,88.004,90.127,90.234,90.658,90.552,90.658,90.658,92.038,92.038,92.038,90.552,90.552,90.552,92.569,93.100,92.994,92.463,93.312,92.994,99.894,100.000,,93.524,93.524,93.524,91.720,100.000,91.720,92.569,92.569,92.569,92.357,92.463,94.161,93.843,93.949,88.429,88.535,88.429,92.463,92.463,90.764,90.764,90.658,91.083,91.083,91.083,93.206,93.206,93.206,93.524,93.843,93.843,92.887,92.887,92.781,93.418,92.781,92.887,92.887,90.977,90.977,91.083,91.614,91.826,91.826,92.144,90.870
RMNH.INS.1271334_Ae_communis - ND1 CDS,88.004,88.323,88.429,89.066,88.960,88.854,92.251,92.251,92.144,91.932,91.932,91.507,88.747,88.854,88.747,89.597,89.703,89.915,90.552,90.658,90.658,92.994,92.994,92.994,90.127,90.127,90.127,93.949,93.949,94.374,93.843,94.798,94.480,93.418,93.524,93.524,,99.682,99.682,94.374,93.524,94.374,94.798,94.798,94.798,91.614,91.932,94.904,94.798,94.904,87.686,87.792,87.686,91.932,91.932,91.083,91.083,90.977,90.446,90.446,90.446,93.312,93.312,93.312,94.692,95.117,94.798,93.843,93.843,93.949,95.011,92.251,92.357,92.357,91.614,91.614,91.614,91.083,91.401,91.189,93.100,90.552
RMNH.INS.1271335_Ae_communis - ND1 CDS,88.004,88.323,88.429,88.747,88.641,88.535,92.357,92.357,92.251,91.720,91.720,91.295,88.747,88.854,88.747,89.278,89.597,89.809,90.446,90.552,90.552,92.781,92.781,92.781,90.127,90.127,90.127,93.949,93.737,94.161,93.843,94.798,94.268,93.418,93.524,93.524,99.682,,100.000,94.268,93.524,94.268,94.904,94.904,94.904,91.614,91.720,94.798,94.692,94.798,87.898,88.004,87.898,91.720,91.720,91.189,91.189,91.083,90.340,90.340,90.340,92.994,92.994,92.994,94.480,95.117,94.692,93.631,93.631,93.737,95.117,92.463,92.569,92.569,91.614,91.614,91.614,91.189,91.295,91.295,92.887,90.234
RMNH.INS.1271336_Ae_communis - ND1 CDS,88.004,88.323,88.429,88.747,88.641,88.535,92.357,92.357,92.251,91.720,91.720,91.295,88.747,88.854,88.747,89.278,89.597,89.809,90.446,90.552,90.552,92.781,92.781,92.781,90.127,90.127,90.127,93.949,93.737,94.161,93.843,94.798,94.268,93.418,93.524,93.524,99.682,100.000,,94.268,93.524,94.268,94.904,94.904,94.904,91.614,91.720,94.798,94.692,94.798,87.898,88.004,87.898,91.720,91.720,91.189,91.189,91.083,90.340,90.340,90.340,92.994,92.994,92.994,94.480,95.117,94.692,93.631,93.631,93.737,95.117,92.463,92.569,92.569,91.614,91.614,91.614,91.189,91.295,91.295,92.887,90.234
RMNH.INS.1271337_Ae_punctor - ND1 CDS,86.837,87.155,87.686,87.580,87.473,87.580,92.038,91.720,91.932,89.278,89.278,88.854,87.155,87.261,87.261,88.110,88.641,88.854,89.384,89.490,89.490,91.295,91.295,91.295,88.217,88.217,88.217,91.932,92.144,91.932,91.826,92.675,92.357,91.614,91.720,91.720,94.374,94.268,94.268,,91.720,100.000,92.887,92.887,92.887,89.278,89.278,93.100,92.781,92.887,86.200,86.306,86.200,89.278,89.278,89.172,89.172,89.066,89.278,89.278,89.278,91.932,91.932,91.932,92.569,93.206,92.781,92.357,92.357,92.463,93.524,90.977,91.083,91.083,90.658,90.658,90.658,90.446,90.870,90.552,91.401,88.854
RMNH.INS.1271338_Ae_rusticus - ND1 CDS,88.535,88.641,88.641,88.854,88.747,88.641,92.887,92.781,92.781,92.463,92.463,92.038,88.110,88.110,88.004,90.127,90.234,90.658,90.552,90.658,90.658,92.038,92.038,92.038,90.552,90.552,90.552,92.569,93.100,92.994,92.463,93.312,92.994,99.894,100.000,100.000,93.524,93.524,93.524,91.720,,91.720,92.569,92.569,92.569,92.357,92.463,94.161,93.843,93.949,88.429,88.535,88.429,92.463,92.463,90.764,90.764,90.658,91.083,91.083,91.083,93.206,93.206,93.206,93.524,93.843,93.843,92.887,92.887,92.781,93.418,92.781,92.887,92.887,90.977,90.977,91.083,91.614,91.826,91.826,92.144,90.870
RMNH.INS.1271339_Ae_punctor - ND1 CDS,86.837,87.155,87.686,87.580,87.473,87.580,92.038,91.720,91.932,89.278,89.278,88.854,87.155,87.261,87.261,88.110,88.641,88.854,89.384,89.490,89.490,91.295,91.295,91.295,88.217,88.217,88.217,91.932,92.144,91.932,91.826,92.675,92.357,91.614,91.720,91.720,94.374,94.268,94.268,100.000,91.720,,92.887,92.887,92.887,89.278,89.278,93.100,92.781,92.887,86.200,86.306,86.200,89.278,89.278,89.172,89.172,89.066,89.278,89.278,89.278,91.932,91.932,91.932,92.569,93.206,92.781,92.357,92.357,92.463,93.524,90.977,91.083,91.083,90.658,90.658,90.658,90.446,90.870,90.552,91.401,88.854
RMNH.INS.1271340_Ae_geniculatus - ND1 CDS,88.223,88.538,88.749,87.802,87.697,87.802,92.008,91.903,91.903,91.272,91.377,91.083,88.644,88.749,88.749,89.800,89.590,89.800,90.431,90.536,90.536,92.744,92.744,92.744,90.127,90.127,90.127,92.569,92.887,92.994,92.463,93.843,93.100,92.463,92.569,92.569,94.798,94.904,94.904,92.887,92.569,92.887,,100.000,100.000,91.377,91.377,94.692,94.374,94.480,87.171,87.277,87.171,91.377,91.377,90.221,90.221,90.116,90.221,90.221,90.221,93.524,93.524,93.524,94.374,94.904,94.374,92.887,92.887,92.781,94.055,91.507,91.614,91.614,91.272,91.272,91.588,92.114,92.324,92.114,92.850,89.905
RMNH.INS.1271341_Ae_geniculatus - ND1 CDS,88.223,88.538,88.749,87.802,87.697,87.802,92.008,91.903,91.903,91.272,91.377,91.083,88.644,88.749,88.749,89.800,89.590,89.800,90.431,90.536,90.536,92.744,92.744,92.744,90.127,90.127,90.127,92.569,92.887,92.994,92.463,93.843,93.100,92.463,92.569,92.569,94.798,94.904,94.904,92.887,92.569,92.887,100.000,,100.000,91.377,91.377,94.692,94.374,94.480,87.171,87.277,87.171,91.377,91.377,90.221,90.221,90.116,90.221,90.221,90.221,93.524,93.524,93.524,94.374,94.904,94.374,92.887,92.887,92.781,94.055,91.507,91.614,91.614,91.272,91.272,91.588,92.114,92.324,92.114,92.850,89.905
RMNH.INS.1271342_Ae_geniculatus - ND1 CDS,88.223,88.538,88.749,87.802,87.697,87.802,92.008,91.903,91.903,91.272,91.377,91.083,88.644,88.749,88.749,89.800,89.590,89.800,90.431,90.536,90.536,92.744,92.744,92.744,90.127,90.127,90.127,92.569,92.887,92.994,92.463,93.843,93.100,92.463,92.569,92.569,94.798,94.904,94.904,92.887,92.569,92.887,100.000,100.000,,91.377,91.377,94.692,94.374,94.480,87.171,87.277,87.171,91.377,91.377,90.221,90.221,90.116,90.221,90.221,90.221,93.524,93.524,93.524,94.374,94.904,94.374,92.887,92.887,92.781,94.055,91.507,91.614,91.614,91.272,91.272,91.588,92.114,92.324,92.114,92.850,89.905
RMNH.INS.1271344_Cs_subochrea - ND1 CDS,88.715,88.715,88.924,87.774,87.670,87.774,91.745,91.536,91.641,96.761,96.865,96.391,88.297,88.297,88.192,90.909,90.909,91.118,90.178,90.282,90.282,91.223,91.223,91.223,91.826,91.826,91.826,90.977,91.507,91.507,90.977,91.826,91.507,92.251,92.357,92.357,91.614,91.614,91.614,89.278,92.357,89.278,91.377,91.377,91.377,,96.865,91.826,91.720,91.614,87.252,87.356,87.252,96.865,96.865,90.387,90.387,90.178,91.432,91.432,91.432,91.507,91.507,91.507,90.977,91.083,91.720,90.977,90.977,90.870,91.401,90.552,90.658,90.658,89.800,89.800,89.905,90.596,90.909,90.596,91.327,92.268
RMNH.INS.1271345_Cs_annulata - ND1 CDS,88.610,88.819,88.924,88.610,88.506,88.401,91.850,91.850,91.745,99.896,100.000,99.363,87.983,87.983,87.879,90.805,90.700,90.909,91.118,91.223,91.223,91.850,91.850,91.850,92.887,92.887,92.887,91.401,91.826,92.251,91.401,92.569,92.251,92.357,92.463,92.463,91.932,91.720,91.720,89.278,92.463,89.278,91.377,91.377,91.377,96.865,,92.781,92.463,92.569,88.401,88.506,88.401,100.000,100.000,91.223,91.223,91.014,91.954,91.954,91.954,91.295,91.295,91.295,91.401,91.401,92.463,91.614,91.614,91.507,91.826,90.977,91.083,91.083,90.747,90.747,90.747,91.536,91.745,91.745,91.954,92.894
RMNH.INS.1271346_Ae_caspius - ND1 CDS,88.641,88.960,88.960,89.278,89.172,89.066,93.949,93.949,93.843,92.781,92.781,92.357,88.429,88.535,88.429,90.977,90.870,91.295,90.977,91.083,91.083,93.631,93.631,93.631,90.658,90.658,90.658,95.117,95.329,95.329,94.904,96.072,95.541,94.055,94.161,94.161,94.904,94.798,94.798,93.100,94.161,93.100,94.692,94.692,94.692,91.826,92.781,,99.682,99.788,87.898,88.004,87.898,92.781,92.781,91.401,91.401,91.295,90.870,90.870,90.870,94.055,94.055,94.055,95.011,95.541,99.682,95.117,95.117,95.011,95.648,92.781,92.887,92.887,92.144,92.144,92.144,91.826,92.038,91.932,93.737,90.870
RMNH.INS.1271347_Ae_caspius - ND1 CDS,88.429,88.747,88.747,88.960,88.854,88.747,93.737,93.737,93.631,92.463,92.463,92.038,88.217,88.323,88.217,90.658,90.552,90.977,90.870,90.977,90.977,93.312,93.312,93.312,90.340,90.340,90.340,95.011,95.011,95.011,94.798,95.754,95.223,93.737,93.843,93.843,94.798,94.692,94.692,92.781,93.843,92.781,94.374,94.374,94.374,91.720,92.463,99.682,,99.682,87.686,87.792,87.686,92.463,92.463,91.083,91.083,90.977,90.764,90.764,90.764,93.737,93.737,93.737,94.904,95.435,100.000,94.798,94.798,94.692,95.329,92.569,92.675,92.675,91.826,91.826,91.826,91.507,91.720,91.614,93.418,90.552
RMNH.INS.1271348_Ae_caspius - ND1 CDS,88.535,88.854,88.854,89.066,88.960,88.854,93.737,93.737,93.631,92.569,92.569,92.144,88.323,88.429,88.323,90.764,90.658,91.083,90.977,91.083,91.083,93.418,93.418,93.418,90.446,90.446,90.446,95.117,95.117,95.117,94.904,95.860,95.329,93.843,93.949,93.949,94.904,94.798,94.798,92.887,93.949,92.887,94.480,94.480,94.480,91.614,92.569,99.788,99.682,,87.792,87.898,87.792,92.569,92.569,91.189,91.189,91.083,90.658,90.658,90.658,93.843,93.843,93.843,95.011,95.541,99.682,94.904,94.904,94.798,95.435,92.569,92.675,92.675,91.932,91.932,91.932,91.614,91.826,91.720,93.524,90.658
RMNH.INS.1271349_An_plumbeus - ND1 CDS,91.641,91.850,91.850,84.848,84.744,84.639,86.834,86.938,86.729,88.401,88.401,88.004,90.387,90.491,90.491,87.147,87.774,87.983,87.565,87.565,87.565,87.043,87.043,87.043,88.429,88.429,88.429,86.624,86.837,87.155,86.624,87.473,86.943,88.429,88.429,88.429,87.686,87.898,87.898,86.200,88.429,86.200,87.171,87.171,87.171,87.252,88.401,87.898,87.686,87.792,,99.896,100.000,88.401,88.401,87.774,87.774,87.565,86.416,86.416,86.416,87.367,87.367,87.367,87.686,87.792,87.686,86.200,86.200,86.306,87.580,87.473,87.580,87.580,87.066,87.066,87.171,86.625,86.416,86.625,87.147,87.356
RMNH.INS.1271350_An_plumbeus - ND1 CDS,91.536,91.745,91.745,84.848,84.744,84.639,86.938,87.043,86.834,88.506,88.506,88.110,90.282,90.387,90.387,87.252,87.879,88.088,87.670,87.670,87.670,87.147,87.147,87.147,88.535,88.535,88.535,86.730,86.943,87.261,86.730,87.580,87.049,88.535,88.535,88.535,87.792,88.004,88.004,86.306,88.535,86.306,87.277,87.277,87.277,87.356,88.506,88.004,87.792,87.898,99.896,,99.896,88.506,88.506,87.879,87.879,87.670,86.520,86.520,86.520,87.473,87.473,87.473,87.792,87.898,87.792,86.306,86.306,86.412,87.686,87.580,87.686,87.686,87.171,87.171,87.277,86.729,86.520,86.729,87.252,87.461
RMNH.INS.1271351_An_plumbeus - ND1 CDS,91.641,91.850,91.850,84.848,84.744,84.639,86.834,86.938,86.729,88.401,88.401,88.004,90.387,90.491,90.491,87.147,87.774,87.983,87.565,87.565,87.565,87.043,87.043,87.043,88.429,88.429,88.429,86.624,86.837,87.155,86.624,87.473,86.943,88.429,88.429,88.429,87.686,87.898,87.898,86.200,88.429,86.200,87.171,87.171,87.171,87.252,88.401,87.898,87.686,87.792,100.000,99.896,,88.401,88.401,87.774,87.774,87.565,86.416,86.416,86.416,87.367,87.367,87.367,87.686,87.792,87.686,86.200,86.200,86.306,87.580,87.473,87.580,87.580,87.066,87.066,87.171,86.625,86.416,86.625,87.147,87.356
RMNH.INS.1271352_Cs_annulata - ND1 CDS,88.610,88.819,88.924,88.610,88.506,88.401,91.850,91.850,91.745,99.896,100.000,99.363,87.983,87.983,87.879,90.805,90.700,90.909,91.118,91.223,91.223,91.850,91.850,91.850,92.887,92.887,92.887,91.401,91.826,92.251,91.401,92.569,92.251,92.357,92.463,92.463,91.932,91.720,91.720,89.278,92.463,89.278,91.377,91.377,91.377,96.865,100.000,92.781,92.463,92.569,88.401,88.506,88.401,,100.000,91.223,91.223,91.014,91.954,91.954,91.954,91.295,91.295,91.295,91.401,91.401,92.463,91.614,91.614,91.507,91.826,90.977,91.083,91.083,90.747,90.747,90.747,91.536,91.745,91.745,91.954,92.894
RMNH.INS.1271354_Cs_annulata - ND1 CDS,88.610,88.819,88.924,88.610,88.506,88.401,91.850,91.850,91.745,99.896,100.000,99.363,87.983,87.983,87.879,90.805,90.700,90.909,91.118,91.223,91.223,91.850,91.850,91.850,92.887,92.887,92.887,91.401,91.826,92.251,91.401,92.569,92.251,92.357,92.463,92.463,91.932,91.720,91.720,89.278,92.463,89.278,91.377,91.377,91.377,96.865,100.000,92.781,92.463,92.569,88.401,88.506,88.401,100.000,,91.223,91.223,91.014,91.954,91.954,91.954,91.295,91.295,91.295,91.401,91.401,92.463,91.614,91.614,91.507,91.826,90.977,91.083,91.083,90.747,90.747,90.747,91.536,91.745,91.745,91.954,92.894
RMNH.INS.1271355_Cx_pipiens - ND1 CDS,87.774,88.088,88.297,86.938,86.834,86.729,91.745,91.745,91.641,91.223,91.223,90.977,87.461,87.461,87.461,92.999,93.208,93.626,91.432,91.536,91.536,91.118,91.118,91.118,89.809,89.809,89.809,90.021,90.021,90.446,89.915,91.295,90.658,90.764,90.764,90.764,91.083,91.189,91.189,89.172,90.764,89.172,90.221,90.221,90.221,90.387,91.223,91.401,91.083,91.189,87.774,87.879,87.774,91.223,91.223,,100.000,99.791,89.446,89.446,89.446,90.658,90.658,90.658,90.658,91.295,91.083,90.021,90.021,90.127,91.295,90.234,90.234,90.340,90.011,90.011,90.011,90.073,90.178,90.178,91.223,91.223
RMNH.INS.1271356_Cx_pipiens - ND1 CDS,87.774,88.088,88.297,86.938,86.834,86.729,91.745,91.745,91.641,91.223,91.223,90.977,87.461,87.461,87.461,92.999,93.208,93.626,91.432,91.536,91.536,91.118,91.118,91.118,89.809,89.809,89.809,90.021,90.021,90.446,89.915,91.295,90.658,90.764,90.764,90.764,91.083,91.189,91.189,89.172,90.764,89.172,90.221,90.221,90.221,90.387,91.223,91.401,91.083,91.189,87.774,87.879,87.774,91.223,91.223,100.000,,99.791,89.446,89.446,89.446,90.658,90.658,90.658,90.658,91.295,91.083,90.021,90.021,90.127,91.295,90.234,90.234,90.340,90.011,90.011,90.011,90.073,90.178,90.178,91.223,91.223
RMNH.INS.1271357_Cx_pipiens - ND1 CDS,87.565,87.879,88.088,86.729,86.625,86.520,91.641,91.641,91.536,91.014,91.014,90.764,87.252,87.252,87.252,92.790,92.999,93.417,91.432,91.536,91.536,90.909,90.909,90.909,89.597,89.597,89.597,89.915,89.915,90.340,89.809,91.189,90.552,90.658,90.658,90.658,90.977,91.083,91.083,89.066,90.658,89.066,90.116,90.116,90.116,90.178,91.014,91.295,90.977,91.083,87.565,87.670,87.565,91.014,91.014,99.791,99.791,,89.237,89.237,89.237,90.552,90.552,90.552,90.552,91.189,90.977,89.915,89.915,90.021,91.189,90.127,90.127,90.234,89.905,89.905,89.905,89.969,90.073,90.073,91.014,91.014
